"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"803","2418-TPEUN","Female",0,"Yes","Yes",56,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",19.8,1119.9,"No"
"804","1299-AURJA","Female",0,"Yes","Yes",70,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.7,1685.9,"No"
"805","0265-EDXBD","Male",1,"Yes","No",32,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.9,2303.35,"Yes"
"806","1907-UBQFC","Male",1,"No","No",10,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",72.85,688.65,"Yes"
"807","8049-WJCLQ","Male",0,"Yes","Yes",10,"Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","No","Mailed check",60.2,563.5,"No"
"808","8631-WUXGY","Female",0,"No","Yes",46,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.8,4391.25,"No"
"809","9574-BOSMD","Male",0,"Yes","Yes",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.4,1620.2,"No"
"810","0224-RLWWD","Female",1,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",44.3,89.3,"No"
"811","2320-SLKMB","Female",0,"No","No",26,"No","No phone service","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",44.45,1183.8,"No"
"812","9526-JAWYF","Male",0,"No","No",26,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","No","Electronic check",89.8,2335.3,"Yes"
"813","0231-LXVAP","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",75.9,75.9,"Yes"
"814","8914-RBTSB","Male",0,"Yes","No",31,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","No","Electronic check",93.8,3019.5,"Yes"
"815","2079-FBMZK","Female",0,"No","No",6,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.25,418.4,"Yes"
"816","8752-STIVR","Female",0,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79,303.15,"Yes"
"817","9190-MFJLN","Male",1,"No","No",19,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",95.9,1777.9,"Yes"
"818","0839-QNXME","Female",0,"No","No",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.4,578.5,"No"
"819","4939-KYYPY","Male",0,"No","No",27,"Yes","Yes","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",59.45,1611.65,"No"
"820","6898-RBTLU","Female",0,"Yes","Yes",49,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",79.3,3902.45,"No"
"821","3181-VTHOE","Male",0,"Yes","No",70,"No","No phone service","DSL","No","Yes","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",51.05,3635.15,"No"
"822","2754-VDLTR","Male",0,"No","Yes",10,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",95.2,930.4,"Yes"
"823","7078-NVFAM","Female",0,"Yes","Yes",32,"No","No phone service","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",35.15,1051.05,"No"
"824","9415-ZNBSX","Female",0,"Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",89,6293.2,"No"
"825","1114-CENIM","Male",0,"No","Yes",54,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",55,3092.65,"Yes"
"826","7554-NEWDD","Male",0,"No","No",10,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.7,251.6,"No"
"827","9467-ROOLM","Female",0,"No","No",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.05,461.3,"No"
"828","1541-ETJZO","Male",0,"No","No",1,"Yes","Yes","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",62.05,62.05,"Yes"
"829","1029-QFBEN","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.55,19.55,"Yes"
"830","4955-VCWBI","Female",0,"Yes","Yes",43,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20,817.95,"No"
"831","2495-INZWQ","Male",0,"No","No",4,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",44.55,174.3,"Yes"
"832","5199-FPUSP","Male",0,"No","Yes",33,"No","No phone service","DSL","Yes","No","No","Yes","No","No","One year","No","Credit card (automatic)",34.05,1113.95,"No"
"833","3196-NVXLZ","Female",0,"No","No",25,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",84.6,2088.05,"No"
"834","9194-GFVOI","Female",0,"Yes","No",42,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",84.35,3571.6,"No"
"835","7969-FFOWG","Male",0,"Yes","Yes",65,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.9,1292.6,"No"
"836","1453-RZFON","Female",0,"No","Yes",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",49.9,49.9,"No"
"837","6518-PPLMZ","Male",0,"Yes","Yes",53,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.4,1110.35,"No"
"838","6377-WHAOX","Female",0,"Yes","No",60,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.15,6411.25,"No"
"839","7389-KBFIT","Female",0,"Yes","Yes",2,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",30.25,63.75,"No"
"840","2338-BQEZT","Female",0,"No","No",55,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",50.55,2832.75,"No"
"841","0491-KAPQG","Male",0,"No","No",21,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.7,1558.7,"No"
"842","2429-AYKKO","Male",0,"No","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.85,1434.1,"No"
"843","6578-KRMAW","Male",0,"No","No",32,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",93.4,2979.3,"No"
"844","6284-AHOOQ","Male",1,"No","No",22,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",90.5,1910.6,"Yes"
"845","3146-MSEGF","Female",1,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",88.05,6425.65,"No"
"846","9828-QHFBK","Male",0,"No","No",24,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",51.15,1275.7,"No"
"847","1971-DTCZB","Female",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",90.95,6468.6,"No"
"848","1684-FLBGS","Female",0,"Yes","Yes",23,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",69.5,1652.1,"No"
"849","6897-RWMUB","Male",0,"Yes","Yes",61,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",68.05,4158.25,"No"
"850","3996-ZNWYK","Male",1,"Yes","Yes",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.8,1388.45,"No"
"851","5018-LXQQG","Female",0,"Yes","Yes",30,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)",66.3,1923.5,"No"
"852","2253-KPMNB","Female",0,"Yes","Yes",69,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",46.25,3121.4,"No"
"853","2706-QZIHY","Female",0,"Yes","No",15,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.2,387.9,"No"
"854","7493-GVFIO","Male",0,"No","No",57,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.55,1252.85,"No"
"855","2637-FKFSY","Female",0,"Yes","No",3,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",46.1,130.15,"No"
"856","7310-EGVHZ","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.2,20.2,"No"
"857","3750-YHRYO","Male",0,"Yes","Yes",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.65,150,"No"
"858","2954-PIBKO","Female",0,"Yes","Yes",69,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",64.15,4254.1,"No"
"859","7803-XOCCZ","Female",0,"Yes","Yes",52,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",84.05,4326.8,"No"
"860","7197-VOJMM","Male",0,"Yes","No",67,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Credit card (automatic)",69.2,4671.65,"No"
"861","7009-LGECI","Female",0,"No","No",4,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",50.55,235.65,"No"
"862","2320-TZRRH","Female",0,"No","No",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.5,403.15,"No"
"863","0531-XBKMM","Male",0,"No","Yes",66,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",65.7,4378.9,"No"
"864","2545-LXYVJ","Male",0,"Yes","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.7,1492.1,"No"
"865","0675-NCDYU","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",116.4,8543.25,"No"
"866","7599-NTMDP","Female",0,"Yes","Yes",62,"No","No phone service","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Bank transfer (automatic)",48.7,3008.55,"No"
"867","1685-VAYJF","Male",0,"No","No",11,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",45.2,492,"No"
"868","4558-FANTW","Female",0,"Yes","Yes",17,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",91.85,1574.45,"Yes"
"869","4629-NRXKX","Female",0,"Yes","Yes",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.4,147.15,"Yes"
"870","4425-OWHWB","Female",0,"No","No",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",19.35,433.75,"No"
"871","7526-IVLYU","Male",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.65,68.35,"No"
"872","3308-MHOOC","Male",0,"No","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.2,19.2,"No"
"873","7666-WKRON","Female",0,"No","No",39,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Two year","Yes","Electronic check",80.45,3201.55,"Yes"
"874","2027-FECZV","Male",0,"No","No",12,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.7,1253.9,"Yes"
"875","9670-BPNXF","Female",0,"No","No",45,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Credit card (automatic)",62.55,2796.45,"No"
"876","3038-PQIUY","Female",0,"No","No",38,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",66.15,2522.4,"No"
"877","2302-ANTDP","Female",1,"Yes","No",48,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",117.45,5438.9,"Yes"
"878","7296-PIXQY","Female",0,"Yes","Yes",14,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.2,1046.5,"No"
"879","0222-CNVPT","Male",1,"No","No",52,"No","No phone service","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",48.8,2555.05,"No"
"880","1226-JZNKR","Female",0,"Yes","Yes",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",19.8,160.05,"No"
"881","5309-TAIKL","Female",0,"No","No",7,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)",62.8,418.3,"No"
"882","6633-MPWBS","Male",0,"No","No",5,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",49.2,216.9,"Yes"
"883","6248-BSHKG","Male",0,"Yes","Yes",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.4,1226.45,"No"
"884","5889-JTMUL","Female",1,"Yes","No",50,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",95.05,4888.7,"Yes"
"885","6338-AVWCY","Male",0,"No","No",3,"No","No phone service","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",40.15,130.75,"Yes"
"886","5527-ACHSO","Female",0,"No","No",11,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","No","Mailed check",70.5,829.3,"No"
"887","0096-BXERS","Female",0,"Yes","No",6,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",50.35,314.55,"No"
"888","5394-SVGJV","Male",0,"No","No",37,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",98.8,3475.55,"Yes"
"889","6502-MJQAE","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.6,69.6,"Yes"
"890","0887-HJGAR","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.7,45.7,"Yes"
"891","9314-QDMDW","Male",0,"No","No",11,"Yes","No","DSL","No","Yes","No","No","Yes","No","One year","Yes","Electronic check",61.25,729.95,"No"
"892","0201-MIBOL","Female",1,"No","No",66,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",102.4,6471.85,"No"
"893","0895-LNKRC","Male",0,"Yes","Yes",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.45,113.5,"No"
"894","9743-DQKQW","Male",0,"No","No",3,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.1,79.8,"No"
"895","7181-OQCUT","Male",0,"No","No",21,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","No","Mailed check",103.85,2215,"No"
"896","1265-HVPZB","Male",0,"Yes","No",59,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","One year","No","Credit card (automatic)",66.4,3958.2,"No"
"897","8540-ZQGEA","Female",0,"Yes","No",54,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.05,1102.4,"No"
"898","1734-ZMNTZ","Female",0,"Yes","Yes",11,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25,300.7,"No"
"899","2851-MMUTZ","Female",0,"No","No",27,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",56.15,1439.35,"No"
"900","4115-BNPJY","Male",0,"Yes","Yes",29,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","No","Mailed check",75.55,2054.4,"No"
"901","4188-PCPIG","Female",0,"Yes","No",57,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",70.35,4124.65,"No"
